,0
iiabcndb-1,0
iiadjomk-1,3
iiafecoo-1,11
iiaglpgj-1,17
iiahgnkn-1,3
iiajgpmb-1,3
iiakmcom-1,11
iiakodim-1,19
iiamjbhp-1,19
iianffib-1,1
iibabnic-1,10
iibbanfd-1,3
iibdipan-1,3
iibeabbj-1,3
iibeakin-1,10
iibenpme-1,0
iibfcioc-1,3
iibgfene-1,3
iibhjcgo-1,3
iibihchb-1,3
iibmogmn-1,3
iibnbjgg-1,2
iibnehgg-1,3
iibpjbnd-1,3
iicafjkm-1,3
iicbdfdg-1,3
iiccgkoo-1,3
iicedlfa-1,3
iicibgnb-1,10
iickfdma-1,3
iickflji-1,3
iicllpkg-1,1
iiclninf-1,19
iicmcghb-1,19
iicmkbck-1,3
iicnmkca-1,3
iicpcegl-1,3
iidabado-1,3
iidboafg-1,3
iidcebcn-1,3
iidcpkpd-1,3
iidenlbd-1,3
iidfplfc-1,3
iidhefhp-1,2
iidncgmo-1,1
iidnfjgp-1,1
iidnlohn-1,3
iidoajam-1,3
iidpapdn-1,19
iieaccpb-1,3
iiebikjc-1,3
iiecaokm-1,3
iiecmedk-1,3
iieffkhh-1,11
iieojeen-1,0
iifbegco-1,3
iifblgfe-1,3
iifccfna-1,3
iifhbhai-1,3
iifikmje-1,17
iifkiibm-1,19
iiflckcf-1,10
iiflhbmp-1,17
iigccfjk-1,3
iigdcpgf-1,3
iigefbkj-1,17
iigeljbb-1,0
iigengjb-1,4
iigfijec-1,0
iiggidno-1,2
iiggmdce-1,7
iigijmgj-1,11
iigkdnhm-1,5
iigpgcie-1,3
iigpghpb-1,3
iigpnknl-1,3
iigpobpe-1,3
iihbmibn-1,1
iihdbboi-1,10
iihgccek-1,3
iihhdbdm-1,3
iihheknc-1,3
iihhonic-1,3
iihhopid-1,3
iihilbol-1,3
iihjhodg-1,3
iihkaeja-1,3
iihkeemd-1,1
iihmefno-1,3
iihohkgl-1,3
iiholmfc-1,3
iihopbik-1,3
iiicenhc-1,3
iiifpfom-1,3
iiijampl-1,3
iiiocgon-1,3
iiipbpek-1,3
iiipnoig-1,3
iijamfke-1,3
iijbnbdk-1,10
iijdfgbc-1,3
iijeejpl-1,3
iijefjmb-1,17
iijgajjk-1,3
iijgeccn-1,19
iijinmdc-1,3
iijjjkko-1,3
iijjogek-1,3
iijmdlae-1,3
iijmhkeh-1,3
iijmmjpg-1,3
iijmofgp-1,3
iijnpaie-1,15
iijpgjnj-1,3
iikafcjl-1,14
iikbfhek-1,17
iikefccl-1,17
iikfcfel-1,2
iikgcipj-1,15
iikhfpah-1,3
iikhkigc-1,17
iikidbnl-1,11
iikidocm-1,15
iikihbbn-1,3
iikjejil-1,3
iikjnbce-1,3
iikkbpcn-1,3
iikmfapd-1,3
iiknicfh-1,3
iilaagma-1,3
iilacmpg-1,3
iilameob-1,3
iilgbfhh-1,3
iilhifpa-1,3
iiliojbi-1,3
iiljaflo-1,3
iiljpioi-1,3
iilkmiif-1,3
iillmeii-1,3
iilogbal-1,3
iilokogj-1,3
iilolggn-1,1
iimaidac-1,3
iimdegbp-1,3
iimfmgea-1,19
iimfnahn-1,3
iimhgfop-1,3
iimiegji-1,3
iimljoko-1,3
iimndeeg-1,3
iinaimof-1,3
iinblgnc-1,3
iinbmkgb-1,3
iinbmnfb-1,3
iinekndl-1,3
iinfjecj-1,3
iinhjddc-1,3
iinjfaim-1,3
iinjnedc-1,3
iinlachd-1,19
iinlcjek-1,3
iinmjgol-1,3
iinmpfcf-1,3
iinnehig-1,3
iinnfean-1,21
iinnpeij-1,3
iinocmmp-1,3
iinopjad-1,1
iiobbcoc-1,3
iiobbkhf-1,3
iiobejjb-1,3
iioccakh-1,3
iiocmakc-1,3
iiogcida-1,3
iiognnlf-1,3
iiohalgo-1,2
iioilohp-1,4
iiojpbla-1,3
iiokcodc-1,3
iiokkppn-1,1
iioknjfa-1,3
iiolecgb-1,11
iiolgknm-1,3
iiolmema-1,3
iioneidj-1,3
iiopacbb-1,8
iiopakad-1,2
iipcflna-1,2
iipcghhf-1,13
iipgdacp-1,3
iipgoaia-1,13
iipkdbge-1,3
iiplaici-1,3
iiplngcb-1,3
iiplpppj-1,3
iipmagan-1,3
iipoljia-1,2
iiponjdo-1,3
iippgjhb-1,3
iippmlbl-1,3
ijabkjnh-1,3
ijablagm-1,3
ijabocco-1,3
ijaffojl-1,17
ijalbcci-1,17
ijankpak-1,11
ijaoanma-1,19
ijaohlij-1,2
ijaoidgb-1,3
ijbddjbi-1,3
ijbdolal-1,3
ijbfiafa-1,3
ijbgnaco-1,3
ijbhgchc-1,19
ijbhlgdk-1,3
ijbippfa-1,3
ijbkakck-1,3
ijbmdhdg-1,3
ijbmecca-1,3
ijbmfpgn-1,3
ijcdojig-1,3
ijcehmnp-1,3
ijcekogm-1,1
ijcfocmd-1,3
ijchhjna-1,18
ijcjcagk-1,3
ijcmjdee-1,3
ijcmnloo-1,2
ijcniena-1,3
ijcnlcpe-1,3
ijcnpeko-1,3
ijcohabg-1,3
ijdajgjl-1,3
ijdbmbad-1,3
ijdbmcph-1,3
ijdfjlhd-1,3
ijdfmioe-1,3
ijdkjccj-1,1
ijdmifjn-1,3
ijdmlcjn-1,3
ijdndlmo-1,3
ijdnpbia-1,3
ijdooebe-1,3
ijdopgce-1,3
ijdpnogb-1,3
ijebephc-1,11
ijecijbe-1,3
ijeegfol-1,3
ijefknhe-1,11
ijeglgee-1,3
ijekbdbe-1,3
ijemafhd-1,3
ijemcapj-1,3
ijemembl-1,2
ijenhmed-1,3
ijepfijf-1,2
ijfdngbj-1,0
ijffpoeh-1,11
ijfhebdg-1,3
ijfhmnno-1,1
ijfipiop-1,3
ijfjdgmo-1,3
ijfleeab-1,3
ijfmkhni-1,3
ijfpembm-1,3
ijgacgbd-1,3
ijgbadbf-1,3
ijgfkldj-1,3
ijggmhoa-1,19
ijggmnde-1,3
ijgioeob-1,3
ijgjejgn-1,3
ijgjkgkm-1,3
ijgmdfip-1,3
ijgmhbah-1,3
ijgmkekl-1,3
ijgnaljn-1,3
ijgociba-1,3
ijgogaio-1,10
ijhccifc-1,3
ijhcocnk-1,3
ijhdfnlc-1,3
ijhibhhf-1,20
ijhidjpf-1,3
ijhjapib-1,3
ijhlekan-1,3
ijhlgcco-1,3
ijhmapdk-1,3
ijhnomei-1,3
ijhojbfn-1,3
ijibmlam-1,3
ijiecieg-1,3
ijiedobi-1,3
ijifjdim-1,3
ijifmpfh-1,3
ijiiipoj-1,3
ijiiobnc-1,3
ijikfnga-1,3
ijiklpil-1,0
ijimlnnm-1,3
ijiodigh-1,1
ijipkllj-1,3
ijjadnfb-1,3
ijjafcfa-1,3
ijjapcge-1,3
ijjbnjak-1,3
ijjdghmm-1,3
ijjebijf-1,10
ijjgjjco-1,7
ijjhjhoe-1,7
ijjlmbjh-1,4
ijjojkgl-1,3
ijkajimm-1,3
ijkbpjen-1,3
ijkcjell-1,10
ijkklafk-1,3
ijkllden-1,3
ijkmeama-1,17
ijkmhpbf-1,4
ijknclkj-1,11
ijkniabn-1,1
ijknobgd-1,20
ijlapmcn-1,11
ijleidpi-1,9
ijlfilaa-1,20
ijlgdjol-1,2
ijlgjjkp-1,20
ijlhfpoa-1,11
ijlifmcc-1,11
ijlioinl-1,2
ijlkdjmd-1,3
ijlnibnl-1,3
ijloblii-1,3
ijlpnnfk-1,3
ijmbndaa-1,3
ijmdbjfa-1,3
ijmdeomj-1,1
ijmdfank-1,3
ijmeedah-1,3
ijmhejgj-1,3
ijmiacpb-1,16
ijmijncj-1,17
ijmijpdm-1,3
ijminhla-1,21
ijmjphie-1,7
ijmkdpbn-1,17
ijmkpoic-1,21
ijmmcmaa-1,8
ijmncobn-1,7
ijmoglef-1,13
ijmokhgl-1,13
ijmpbbjm-1,4
ijmpbmfb-1,19
ijmpkljl-1,21
ijnbncjh-1,4
ijnecknl-1,8
ijneigdn-1,8
ijnfmina-1,10
ijnfpiha-1,10
ijnjaipg-1,7
ijnlhhii-1,2
ijnpggli-1,3
ijoaoogb-1,3
ijocekmj-1,17
ijodemch-1,17
ijoeobbp-1,19
ijofbaja-1,21
ijomfpij-1,1
ijonjckl-1,16
ijpajdea-1,4
ijpbbcjk-1,13
ijpcaldj-1,11
ijpdlcii-1,7
ijpephep-1,16
ijpglgbj-1,16
ijphamho-1,3
ijpkehgl-1,13
ijpkehko-1,8
ijpkiago-1,4
ijplglkn-1,4
ikabdpih-1,1
ikacpdci-1,2
ikafnakl-1,19
ikaiclcn-1,19
ikajcabe-1,11
ikajllhc-1,0
ikaleloi-1,8
ikalfmbd-1,17
ikalhfdo-1,1
ikalklgn-1,20
ikbadkmk-1,8
ikbbhhgh-1,22
ikbboloc-1,16
ikbdlajb-1,3
ikbgbhdo-1,14
ikbggebp-1,11
ikbgledg-1,3
ikbioifm-1,3
ikbjeman-1,3
ikbkcbmn-1,3
ikbmjcil-1,3
ikbnlnbc-1,3
ikboggpf-1,3
ikcamboj-1,3
ikccckmc-1,3
ikcchcjj-1,19
ikccmfdp-1,3
ikccomnl-1,3
ikcdkbkp-1,4
ikcdlokb-1,3
ikcgfggh-1,11
ikcimeof-1,14
ikcinlih-1,11
ikciodlk-1,7
ikcjfcle-1,19
ikcjhlfe-1,7
ikcjicje-1,7
ikcphonm-1,8
ikcpknne-1,3
ikdeimih-1,13
ikdgfnoc-1,13
ikdjhofi-1,3
ikdlfgmn-1,3
ikdmgpof-1,3
ikdnkohi-1,3
ikdohgab-1,13
ikdohhje-1,19
ikdojdml-1,19
ikdoocla-1,4
ikdplopf-1,4
ikeakjcn-1,2
ikecinpl-1,7
ikeedppk-1,4
ikefnhoe-1,1
ikehafig-1,11
ikeinkik-1,2
ikeiojmp-1,18
ikekebge-1,10
ikelghbk-1,7
ikeoliin-1,4
ikeonegp-1,13
ikepcffa-1,8
ikfdakef-1,4
ikfehmia-1,8
ikffibpd-1,4
ikfgblpd-1,11
ikfghimn-1,10
ikfjiohh-1,19
ikfjnoog-1,13
ikfmflji-1,7
ikfmmgcf-1,4
ikfpcinc-1,19
ikgbjemc-1,19
ikgbligj-1,8
ikgefkea-1,7
ikgffmmn-1,8
ikghlokl-1,19
ikghpeng-1,13
ikgikhci-1,19
ikgiobaj-1,4
ikgjjkfn-1,4
ikglcbcc-1,8
ikgmpeab-1,7
ikgngnif-1,19
ikhdfemp-1,19
ikhdlgjp-1,3
ikhedhba-1,11
ikhgfgof-1,16
ikhgjgkg-1,21
ikhhfind-1,7
ikhihmik-1,4
ikhlnhlk-1,8
ikhmnlie-1,4
ikhooplo-1,10
ikiafhom-1,8
ikibcdbi-1,0
ikiccipf-1,4
ikicfdan-1,7
ikicjaid-1,11
ikicpcaa-1,8
ikififip-1,8
ikigpcmo-1,20
ikiicfld-1,15
ikiidcgp-1,19
ikijhnpg-1,11
ikilipdl-1,11
ikilnnkj-1,4
ikilpldd-1,16
ikinigce-1,2
ikiomcmj-1,3
ikipdabo-1,3
ikjcbfoa-1,11
ikjfbkej-1,3
ikjfdepa-1,2
ikjgegcb-1,2
ikjjbkgf-1,3
ikjlddkk-1,3
ikjlfhof-1,17
ikjncjap-1,3
ikkaboha-1,22
ikkbbobk-1,19
ikkcgade-1,17
ikkdkeog-1,3
ikkfbpak-1,2
ikkgbmni-1,4
ikkjkjio-1,2
ikkkfocg-1,4
ikkklplb-1,4
ikkmioli-1,4
ikkolobo-1,3
ikkpcnip-1,17
ikkpklgc-1,7
iklcapie-1,7
iklcljap-1,19
ikldaoep-1,4
ikldbepd-1,17
ikldjimm-1,4
iklepncg-1,3
iklfdlip-1,7
iklfegoo-1,3
iklgaeje-1,11
iklhfeco-1,3
iklhhomc-1,17
iklhidfh-1,3
ikliinhd-1,3
iklkdnfp-1,3
iklkjlcc-1,3
ikllglcc-1,3
iklmbchj-1,3
iklmfljj-1,3
iklobgmc-1,3
iklpofgc-1,17
iklpogkd-1,3
ikmacpcn-1,4
ikmbjkaa-1,4
ikmeclhj-1,16
ikmfeone-1,4
ikmfmknm-1,11
ikmgdfic-1,17
ikmglmee-1,11
ikmhefkf-1,3
ikmihgig-1,11
ikmjafam-1,3
ikmmpapb-1,3
ikmnjkfo-1,4
ikmpfiee-1,3
iknahcpb-1,3
iknbcdkc-1,7
iknbhodl-1,3
iknflihm-1,2
iknhaioj-1,11
ikniepeg-1,8
iknjgdff-1,7
iknlbbkd-1,7
iknlcngb-1,2
iknmcghp-1,3
iknmhhhd-1,8
iknmocpj-1,4
ikoaocmg-1,19
ikoblgkf-1,17
ikoccpik-1,9
ikofkani-1,11
ikofkbll-1,15
ikogabeb-1,0
ikogpeap-1,21
ikoibegb-1,11
ikojmcoc-1,3
ikokchnn-1,3
ikokeolf-1,7
ikomhape-1,3
ikonimnn-1,16
ikonlfpi-1,3
ikopoibg-1,3
ikpaomok-1,2
ikpegomf-1,2
ikpgbkaa-1,3
ikpghlai-1,17
ikphinjk-1,2
ikpmjekm-1,2
ikpncgge-1,11
ilacnlkl-1,2
ilagfigh-1,20
ilahccin-1,9
ilahhlee-1,4
ilajgnhp-1,5
ilakmcne-1,4
ilalghdm-1,3
ilapgcfm-1,16
ilbalfip-1,18
ilbbicla-1,3
ilbdhfha-1,20
ilbdkmff-1,11
ilbehdfd-1,7
ilbhbbbk-1,8
ilbjfkeb-1,18
ilbjmail-1,4
ilbmhdln-1,19
ilbplhna-1,20
ilcaanbe-1,11
ilcaoppe-1,11
ilcbgpkh-1,2
ilcckeji-1,7
ilcfgnhb-1,20
ilcgmiop-1,7
ilcgocog-1,11
ilcjljlo-1,3
ilckplkb-1,3
ilclfngf-1,1
ilcneebc-1,3
ilcnkjll-1,3
ilcpbdca-1,11
ildchbcp-1,20
ilddemkh-1,11
ildeafke-1,19
ildegnpp-1,20
ildgooei-1,2
ildhopmb-1,9
ildidbna-1,19
ildknaii-1,20
ildlhgic-1,19
ildpfnfl-1,14
ileafnfg-1,21
ilebkipi-1,0
ilechmbg-1,11
ilefeedh-1,11
ilejhnke-1,11
ilejmbpi-1,11
ilekiiem-1,19
ilekjjda-1,11
ilekkdnj-1,11
ilekpkol-1,18
ilellblc-1,11
ilenliaf-1,2
ilenphdk-1,11
ileoiide-1,11
ilepicmj-1,2
ilfbpidl-1,19
ilfgcfco-1,18
ilfhille-1,2
ilfjkdeo-1,11
ilfmdbjc-1,2
ilfmgkem-1,11
ilfocdna-1,0
ilgacdpl-1,18
ilgagann-1,1
ilgaielh-1,14
ilgbgbjb-1,2
ilgfcdjl-1,2
ilghkaji-1,1
ilgkcjfl-1,1
ilgkflmc-1,11
ilgkgmdf-1,2
ilgmfnnb-1,2
ilgopgbl-1,11
ilhagkpi-1,11
ilhakodb-1,11
ilhamkfa-1,20
ilhanijj-1,1
ilhcjjnj-1,11
ilhdponp-1,2
ilhfcaio-1,2
ilhjiano-1,20
ilhkklcb-1,7
ilhklelb-1,4
ilhmbkgm-1,7
ilhmgefj-1,7
ilhninil-1,8
ilhpaalj-1,4
ilhpgbci-1,8
ilibgbce-1,11
iligcflm-1,18
iliimgio-1,3
ilikpdpl-1,20
ililnoca-1,11
ilinccjn-1,4
iliolpkf-1,1
iliopeob-1,3
iljanibk-1,14
iljaomdo-1,8
iljcegcd-1,1
iljfcopm-1,4
iljfjebl-1,3
iljgeaff-1,3
iljgfmff-1,17
iljhdhcd-1,20
iljifljg-1,4
iljjodin-1,3
iljkooga-1,3
iljleaaj-1,3
iljmnndm-1,17
iljngkfl-1,16
ilkafgkn-1,20
ilkagelh-1,3
ilkaibnl-1,3
ilkbchdm-1,3
ilkbgmbi-1,3
ilkcndhd-1,10
ilkglmbn-1,3
ilkhdafk-1,3
ilkiedhb-1,3
ilkljjog-1,3
ilkmabnn-1,3
ilkoblfl-1,22
illanfce-1,1
illbhaad-1,11
illcfglg-1,11
illcindk-1,11
illddifd-1,18
illdjion-1,3
illidgee-1,2
illieind-1,3
illkcapd-1,3
ilmappha-1,16
ilmbhfpp-1,17
ilmbkkic-1,16
ilmeoedb-1,3
ilmfbjph-1,18
ilmfiokb-1,11
ilmhejho-1,10
ilmhnjok-1,3
ilmkiagc-1,11
ilmkkgla-1,14
ilmlbkeh-1,1
ilmleaja-1,3
ilmppmgc-1,3
ilnafbcl-1,3
ilnaijol-1,18
ilnbcghm-1,3
ilngpcdo-1,4
ilnhddjc-1,11
ilnjbpho-1,16
ilnjkogk-1,2
ilnmfebj-1,16
ilnmmhjg-1,11
ilnnjbic-1,16
ilobofme-1,8
iloekijc-1,8
iloemlmj-1,1
iloheaoe-1,3
ilokbfdh-1,3
ilokilkf-1,3
ilolhpfa-1,4
ilomanbc-1,3
ilomecfc-1,4
ilonifhb-1,8
ilonjacl-1,17
ilopclmi-1,3
ilpabdla-1,3
ilpadkib-1,11
ilpakpfi-1,8
ilpbbhpm-1,9
ilpbpmod-1,17
ilpcimlb-1,17
ilpclhoc-1,3
ilphblif-1,17
ilphccjn-1,16
ilphkecp-1,19
ilpjooap-1,3
ilplaoci-1,3
ilplppag-1,3
ilpppghe-1,18
imaaheij-1,8
imaahman-1,3
imaakppc-1,3
imacdjek-1,11
imafaocl-1,2
imafbehk-1,10
imafogcf-1,17
imahneng-1,3
imaiopgg-1,7
imajnice-1,8
imakeidb-1,4
imakleej-1,21
imakoanl-1,8
imammfln-1,3
imancglo-1,3
imbchcnb-1,3
imbcnnec-1,3
imbdbiic-1,3
imbegeol-1,17
imbfamom-1,4
imbfcmga-1,4
imbgackd-1,17
imbgladj-1,7
imbhckmg-1,7
imbkmcnm-1,11
imbnaijj-1,9
imbpcibj-1,19
imcachph-1,19
imcbdfgp-1,20
imcbedng-1,17
imcbhajj-1,11
imccehoi-1,20
imccggip-1,17
imcclljm-1,17
imcdadhh-1,21
imcdfpel-1,7
imchmglj-1,7
imcjmnpa-1,11
imckkdgj-1,20
imckmgnb-1,18
imclieel-1,11
imcmbdki-1,18
imcnbjgg-1,11
imcnfffh-1,11
imdabifh-1,6
imddimib-1,11
imdefenm-1,11
imdegcgd-1,20
imdijilc-1,12
imdolhcd-1,2
imebhhdc-1,20
imefdpda-1,11
imegibed-1,11
imeiilaj-1,9
imekddfo-1,6
imelmcke-1,20
imfflaea-1,11
imfgapno-1,11
imfghkab-1,11
imfglmfc-1,11
imfigfob-1,0
imfijllk-1,0
imfimikk-1,11
imfjplhn-1,19
imfkalcn-1,2
imflakpo-1,18
imfoipfc-1,11
imgankki-1,20
imgcdmcd-1,1
imgdjefk-1,9
imginign-1,18
imgkkhmo-1,20
imgkppoi-1,11
imgmkncg-1,11
imgmpamh-1,20
imgnmmca-1,11
imgphokj-1,2
imhbaggj-1,0
imhbcjio-1,1
imheplka-1,20
imhgnngd-1,11
imhhcjhg-1,11
imhhgjbm-1,2
imhhomog-1,11
imhimjep-1,11
imhjjdmm-1,11
imhmdoni-1,18
imhmhjpl-1,20
imhpnbml-1,2
imidgmag-1,1
imidpiho-1,2
imiebdje-1,18
imifdigp-1,11
imihkkkg-1,11
imijbcld-1,2
imijbndd-1,11
imijjgmh-1,1
imimkpid-1,1
imimlimo-1,20
iminbkce-1,10
imiobohn-1,1
imjbpcpl-1,19
imjcbfca-1,19
imjebolo-1,11
imjelhnd-1,11
imjgbnjp-1,11
imjggooh-1,2
imjkljon-1,11
imjlmhbd-1,11
imjnmfgl-1,20
imjpdnjh-1,1
imkakkjk-1,18
imkcphpa-1,10
imkdjolj-1,11
imkfhodh-1,18
imkfimep-1,0
imkhbgip-1,11
imkjafng-1,11
imklacgd-1,1
imkmhjbo-1,11
imknchkg-1,11
imknikfj-1,3
imkpegkb-1,11
imlajcmm-1,11
imlapacp-1,1
imledmdo-1,3
imleijfb-1,20
imlejgap-1,11
imlgeehe-1,2
imlhkomh-1,11
imlikhnf-1,12
imlkienj-1,2
imlklbmn-1,20
imllmpmb-1,2
imlpalhi-1,2
immflico-1,1
immghjja-1,11
immgmdhe-1,11
immheeho-1,0
immjdhdb-1,20
immjnjno-1,2
immmhoii-1,11
immojimi-1,1
immpfigk-1,20
imnakkmg-1,12
imnghekf-1,12
imngjced-1,9
imnjpkck-1,11
imnlcpfp-1,2
imnlimep-1,11
imnmdiel-1,2
imnmgemf-1,11
imnonika-1,2
imoeoikp-1,11
imofklfh-1,1
imoihgbj-1,22
imojjogn-1,1
imokjffp-1,20
imokkgag-1,15
imopkfdh-1,19
imopmcgh-1,2
impceecp-1,11
impeaopl-1,1
impfdjoc-1,7
imphejfa-1,20
impiefhe-1,11
impiogll-1,7
impnhffn-1,1
impoaphc-1,4
impobeoh-1,4
imppeodo-1,18
inaacnjm-1,18
inabehdo-1,19
inabjkej-1,6
inaclbjl-1,10
inadhjgn-1,16
inaegjdd-1,14
inagennc-1,14
inahhbeb-1,20
inaililh-1,11
inajpdme-1,18
inakhfon-1,11
inalcccn-1,11
inamfgdd-1,20
inapmolk-1,4
inappejm-1,20
inbbblbf-1,11
inbecpbb-1,2
inbflloe-1,11
inbfmnkn-1,19
inbfplfe-1,20
inbgeggj-1,11
inbjeabm-1,3
inbjebga-1,18
inbjjdnm-1,11
inbjjifl-1,11
inbjpimi-1,11
inbjppah-1,3
inbkidgp-1,20
inbnmdbg-1,14
incbjoan-1,9
incdplna-1,1
incejehf-1,20
inceodfn-1,11
incfcadj-1,19
incgipab-1,19
inchocnn-1,20
incjbeaa-1,11
inclkgfo-1,11
incmkadl-1,0
indahbid-1,20
indekmke-1,20
indhljne-1,11
indhmchm-1,11
indijido-1,11
indkiimo-1,20
indloajh-1,11
indmkpip-1,11
indnbheb-1,20
indnjnda-1,11
indogehm-1,20
indokofa-1,11
indponka-1,1
inedeoab-1,10
ineepceg-1,11
ineghfpl-1,1
inekafda-1,11
inekcfhb-1,1
inemfbbp-1,20
inemkdnb-1,20
inemmhno-1,1
ineopnje-1,20
infbkcai-1,18
infcacjc-1,11
infdaahj-1,11
infdhmoe-1,19
infeifbb-1,15
infghhji-1,2
infhfpnn-1,11
infjigcf-1,1
infjjipe-1,1
infmkpme-1,11
infnahpj-1,11
infnghpp-1,11
infnmjci-1,0
ingafjlc-1,11
ingcjajk-1,20
ingeijap-1,0
ingepcdj-1,22
ingfikjk-1,11
inghlkbb-1,20
ingioegg-1,9
ingkflak-1,11
ingogmoi-1,2
ingpfmdh-1,11
inhahpip-1,11
inhaijbh-1,4
inhbgkld-1,1
inhdejll-1,4
inheafbl-1,20
inhfkbik-1,18
inhfnfmg-1,1
inhkhmkl-1,1
inhkppia-1,20
inhmjiag-1,1
inhokkli-1,11
inhpdlob-1,14
iniaamde-1,11
inibafkm-1,11
inieedac-1,11
iniemgaa-1,11
iniihagf-1,11
inijpgdf-1,11
inipegkm-1,11
injabgnp-1,1
injalhfm-1,11
injeaifn-1,2
injgjajo-1,11
injgpbil-1,11
injhfole-1,20
injjjcob-1,11
injldamn-1,14
injlfjhk-1,15
injnbpcb-1,20
injpcjmf-1,19
inkaiemo-1,11
inkbilgh-1,20
inkhahma-1,1
inkhbjfi-1,14
inkihfpa-1,16
inknfjie-1,20
inknkjeh-1,1
inlepgom-1,1
inlibejg-1,11
inljnmbo-1,11
inlkcdgh-1,19
inlmgfif-1,20
inlmijia-1,11
inlncbhn-1,11
inlnoajb-1,20
inlnoggo-1,11
inlolphf-1,10
inloodfo-1,12
inlpldae-1,1
inmcbfbp-1,11
inmcfcmb-1,14
inmdbbej-1,2
inmheoob-1,18
inmhfanm-1,2
inmjanpm-1,1
inmkdapj-1,20
inmlekbl-1,2
inmlhpag-1,0
inmpkgph-1,14
innblelm-1,11
inndnlmh-1,19
innebppj-1,19
innehafa-1,11
innfbolg-1,2
innhbpnn-1,2
innkfkle-1,2
innnleai-1,20
inobfhan-1,0
inobfnom-1,9
inobibhf-1,2
inocnbic-1,2
inodlnpe-1,2
inogbjel-1,2
inognibc-1,11
inohghng-1,1
inohgppd-1,18
inomjdnk-1,11
inonbkae-1,11
inonellp-1,2
inopebij-1,11
inpbdkke-1,19
inpfcgeh-1,11
inpfgfko-1,11
inpfggfl-1,3
inpghlde-1,1
inphchhc-1,11
inphifgi-1,18
inpielke-1,11
inpiiaoo-1,1
inpkedok-1,20
inplhbfl-1,20
inplhmec-1,11
inpnhlmi-1,11
inpnpfkp-1,1
ioaaiobl-1,3
ioabclic-1,14
ioabelhd-1,11
ioabmeac-1,11
ioacdfli-1,10
ioadmfdo-1,1
ioaellgm-1,19
ioafhifi-1,1
ioagnpml-1,1
ioahdogf-1,19
ioahhiod-1,1
ioaicieg-1,0
ioalajhj-1,11
ioamkpof-1,1
ioanbnib-1,19
ioanlpne-1,11
ioanngch-1,10
ioaoogkp-1,20
iobaaban-1,2
iobaphlk-1,2
iobdkocn-1,1
iobkpgke-1,11
iocaaapj-1,1
iocdclhj-1,18
iocfcdma-1,18
iocgfglg-1,11
iochchdo-1,11
iociadih-1,11
ioclcipf-1,11
iocnkjfp-1,18
iodaenjp-1,11
iodbfejl-1,11
iodekpji-1,1
iodfclfa-1,2
iodjmcbf-1,11
iodjpkjj-1,11
iodoopgj-1,11
iodopech-1,15
ioebpolk-1,20
ioehejnk-1,11
ioehhbno-1,11
ioeiepca-1,2
ioelhjdc-1,11
ioemafin-1,19
ioemncok-1,1
ioepjaig-1,9
iofchifb-1,1
iofdacdl-1,2
iofdieeg-1,20
iofkmeji-1,11
iofmdlio-1,11
iofpdoie-1,11
iofppjoo-1,22
iogdbcml-1,2
iogdcijn-1,3
iogfiggd-1,11
ioghaohf-1,2
iogllpfp-1,9
iogmhkem-1,11
iogpbiji-1,6
iohahcnc-1,11
iohdepao-1,1
iohdikeb-1,11
ioheajch-1,11
ioheegpp-1,11
iohefjep-1,2
iohejomo-1,2
iohfdpio-1,9
iohghnga-1,9
iohgngah-1,2
iohhfamk-1,0
iohkikln-1,11
iohmaace-1,2
iohoojng-1,11
ioiacijk-1,2
ioiapfjp-1,2
ioieocfp-1,2
ioiflonh-1,19
ioifmdfm-1,11
ioignfae-1,11
ioihmnjf-1,20
ioiindoa-1,10
ioikiimm-1,1
ioilpfbo-1,20
ioinaene-1,20
ioinphfn-1,3
iojaiomk-1,11
iojbkhjb-1,11
iojbocag-1,3
iojcicah-1,9
iojdjkdl-1,11
iojdmgke-1,0
iojdnifn-1,1
iojfocfj-1,20
iojpkabl-1,1
iokddaop-1,18
iokgfddm-1,0
iokhafin-1,11
iokibpff-1,11
iokmjlco-1,1
ioknhicp-1,1
iokoboip-1,20
iokpooff-1,3
iolejfnf-1,2
iolfhceo-1,20
iolgcmhb-1,1
ioljadag-1,2
ioljphna-1,2
iolkbfja-1,2
iolmcbop-1,22
iolmfljl-1,10
iolpeiik-1,18
iomcmeej-1,10
iomdioja-1,11
iomejinc-1,20
iomglpce-1,19
iomjbcoh-1,9
iomjkmke-1,18
iommldpl-1,1
iompdehm-1,11
iompgaih-1,11
ionaffmn-1,11
ionbpejd-1,20
ioncafnk-1,11
ioncpkoa-1,11
iondaaif-1,2
ionfdopf-1,11
ionheaff-1,14
ionnbncm-1,11
ionnfaeg-1,1
ionnjafj-1,1
ionoicpg-1,6
ionpcmlc-1,18
ionpemej-1,4
ioobbdlg-1,20
ioocdiee-1,2
ioofamnm-1,11
iooknkgj-1,11
ioolljkg-1,11
ioonbalo-1,10
ioonfhip-1,1
ioopcomm-1,18
iopamccg-1,20
iopbejhh-1,18
iopbogdi-1,20
iopdeopj-1,22
iopfhcpg-1,2
iopgaamh-1,11
iopiagfb-1,1
iopjmngp-1,11
iopknhij-1,20
ioplgajm-1,20
iopmmeng-1,11
iopmomia-1,11
iopnghja-1,11
iopokpfb-1,20
ipacjihl-1,11
ipaddajn-1,11
ipaenpmp-1,11
ipagbang-1,20
ipagjkgh-1,18
ipagjpnn-1,2
ipaiiebf-1,11
ipajhkkj-1,11
